GameId,TotalMatchesA,TotalWinsA,TotalLossesA,TotalPointsA,TotalScoreForA,TotalScoreAgainstA,TotalMatchesB,TotalWinsB,TotalLossesB,TotalPointsB,TotalScoreForB,TotalScoreAgainstB,Winner
100016291,16,8,4,24,15,11,14,4,8,12,8,13,A
100016292,14,3,9,9,7,16,19,12,6,36,19,14,B
100016293,14,3,9,9,6,16,14,4,8,12,8,13,B
100016294,16,8,4,24,15,11,19,12,6,36,26,13,A
100016295,9,1,8,3,1,10,18,13,4,39,25,10,B
100016296,14,4,8,12,8,13,19,12,6,36,26,13,B
100016297,14,3,9,9,7,16,18,13,4,39,25,10,B
100016298,14,3,9,9,6,16,19,12,6,36,19,14,B
100016299,16,8,4,24,15,11,9,1,8,3,1,10,A
100016300,14,4,8,12,8,13,18,13,4,39,25,10,B
100016301,16,8,4,24,15,11,19,12,6,36,19,14,A
100016302,9,1,8,3,1,10,19,12,6,36,26,13,A
100016303,14,3,9,9,6,16,14,3,9,9,7,16,B
100016304,9,1,8,3,1,10,19,12,6,36,19,14,B
100016305,16,8,4,24,15,11,18,13,4,39,25,10,B
100016306,14,4,8,12,8,13,14,3,9,9,7,16,B
100016307,14,3,9,9,6,16,19,12,6,36,26,13,A
100016308,27,14,13,42,14,13,27,21,6,63,21,6,Draw
100016309,27,15,12,45,15,12,27,17,10,51,17,10,Draw
100016310,27,17,10,51,17,10,27,13,14,39,13,14,Draw
100016311,18,10,8,30,10,8,27,8,19,24,8,19,Draw
100016312,27,11,16,33,11,16,27,6,21,18,6,21,Draw
100016313,18,10,8,30,10,8,27,17,10,51,17,10,Draw
100016314,27,15,12,45,15,12,27,21,6,63,21,6,Draw
100016315,27,11,16,33,11,16,27,13,14,39,13,14,Draw
100016316,27,14,13,42,14,13,27,6,21,18,6,21,Draw
100016317,27,17,10,51,17,10,27,8,19,24,8,19,Draw
100016318,18,10,8,30,10,8,27,21,6,63,21,6,Draw
100016319,27,17,10,51,17,10,27,15,12,45,15,12,Draw
100016320,27,8,19,24,8,19,27,14,13,42,14,13,Draw
100016321,27,6,21,18,6,21,27,13,14,39,13,14,Draw
100016322,27,11,16,33,11,16,27,17,10,51,17,10,Draw
100016323,27,17,10,51,17,10,27,21,6,63,21,6,Draw
100016324,27,8,19,24,8,19,27,17,10,51,17,10,Draw
100016325,27,11,16,33,11,16,27,14,13,42,14,13,Draw
100016326,27,13,14,39,13,14,27,15,12,45,15,12,Draw
100016327,27,6,21,18,6,21,18,10,8,30,10,8,Draw
100016328,27,11,16,33,11,16,27,21,6,63,21,6,Draw
100016329,27,17,10,51,17,10,27,17,10,51,17,10,Draw
100016330,27,13,14,39,13,14,27,14,13,42,14,13,Draw
100016331,18,10,8,30,10,8,27,15,12,45,15,12,Draw
100016332,27,6,21,18,6,21,27,8,19,24,8,19,Draw
100016333,27,17,10,51,17,10,27,14,13,42,14,13,Draw
100016334,27,11,16,33,11,16,18,10,8,30,10,8,Draw
100016335,27,17,10,51,17,10,27,21,6,63,21,6,Draw
100016336,27,8,19,24,8,19,27,13,14,39,13,14,Draw
100016337,27,6,21,18,6,21,27,15,12,45,15,12,Draw
100016338,27,17,10,51,17,10,27,14,13,42,14,13,Draw
100016339,27,6,21,18,6,21,27,17,10,51,17,10,Draw
100016340,18,10,8,30,10,8,27,13,14,39,13,14,Draw
100016341,27,8,19,24,8,19,27,21,6,63,21,6,Draw
100016342,27,11,16,33,11,16,27,15,12,45,15,12,Draw
100016343,27,13,14,39,13,14,27,17,10,51,17,10,Draw
100016344,27,6,21,18,6,21,27,21,6,63,21,6,Draw
100016345,18,10,8,30,10,8,27,14,13,42,14,13,Draw
100016346,27,11,16,33,11,16,27,17,10,51,17,10,Draw
100016347,27,8,19,24,8,19,27,15,12,45,15,12,Draw
100016348,18,10,8,30,10,8,27,17,10,51,17,10,Draw
100016349,27,6,21,18,6,21,27,17,10,51,17,10,Draw
100016350,27,13,14,39,13,14,27,21,6,63,21,6,Draw
100016351,27,11,16,33,11,16,27,8,19,24,8,19,Draw
100016352,27,15,12,45,15,12,27,14,13,42,14,13,Draw
100016353,27,17,10,51,17,10,27,14,13,42,14,13,Draw
100016354,27,6,21,18,6,21,27,13,14,39,13,14,Draw
100016355,27,15,12,45,15,12,27,21,6,63,21,6,Draw
100016356,27,11,16,33,11,16,18,10,8,30,10,8,Draw
100016357,27,8,19,24,8,19,27,17,10,51,17,10,Draw
100016358,27,11,16,33,11,16,27,21,6,63,21,6,Draw
100016362,27,6,21,18,6,21,18,10,8,30,10,8,Draw
100016361,27,15,12,45,15,12,27,17,10,51,17,10,Draw
100016360,27,13,14,39,13,14,27,14,13,42,14,13,Draw
100016359,27,8,19,24,8,19,27,17,10,51,17,10,Draw
100016363,18,10,8,30,10,8,27,17,10,51,17,10,Draw
100016364,27,11,16,33,11,16,27,17,10,51,17,10,Draw
100016365,27,14,13,42,14,13,27,21,6,63,21,6,Draw
100016366,27,13,14,39,13,14,27,15,12,45,15,12,Draw
100016367,27,6,21,18,6,21,27,8,19,24,8,19,Draw
100016368,18,10,8,30,10,8,27,14,13,42,14,13,Draw
100016369,27,8,19,24,8,19,27,21,6,63,21,6,Draw
100016370,27,17,10,51,17,10,27,17,10,51,17,10,Draw
100016371,27,11,16,33,11,16,27,13,14,39,13,14,Draw
100016372,27,6,21,18,6,21,27,15,12,45,15,12,Draw
100016373,27,17,10,51,17,10,27,13,14,39,13,14,Draw
100016376,27,11,16,33,11,16,27,6,21,18,6,21,Draw
100016375,27,17,10,51,17,10,27,21,6,63,21,6,Draw
100016374,27,15,12,45,15,12,27,14,13,42,14,13,Draw
100016377,18,10,8,30,10,8,27,8,19,24,8,19,Draw
100016378,27,13,14,39,13,14,27,21,6,63,21,6,Draw
100016379,27,6,21,18,6,21,27,17,10,51,17,10,Draw
100016380,18,10,8,30,10,8,27,17,10,51,17,10,Draw
100016381,27,8,19,24,8,19,27,14,13,42,14,13,Draw
100016382,27,11,16,33,11,16,27,15,12,45,15,12,Draw
100016383,27,17,10,51,17,10,27,21,6,63,21,6,Draw
100016387,18,10,8,30,10,8,27,15,12,45,15,12,Draw
100016385,27,11,16,33,11,16,27,14,13,42,14,13,Draw
100016386,27,6,21,18,6,21,27,17,10,51,17,10,Draw
100016384,27,8,19,24,8,19,27,13,14,39,13,14,Draw
100016388,27,17,10,51,17,10,27,14,13,42,14,13,Draw
100016392,27,11,16,33,11,16,27,8,19,24,8,19,Draw
100016390,18,10,8,30,10,8,27,13,14,39,13,14,Draw
100016391,27,6,21,18,6,21,27,21,6,63,21,6,Draw
100016389,27,17,10,51,17,10,27,15,12,45,15,12,Draw
100016393,18,10,8,30,10,8,27,21,6,63,21,6,Draw
100016394,27,11,16,33,11,16,27,17,10,51,17,10,Draw
100016395,27,13,14,39,13,14,27,17,10,51,17,10,Draw
100016396,27,8,19,24,8,19,27,15,12,45,15,12,Draw
100016397,27,6,21,18,6,21,27,14,13,42,14,13,Draw
100016398,21,19,2,57,19,2,21,13,8,39,13,8,A
100016399,21,9,12,27,9,12,21,10,11,30,10,11,A
100016400,21,10,11,30,10,11,21,12,9,36,12,9,A
100016401,21,7,14,21,7,14,14,2,12,6,2,12,A
100016402,21,13,8,39,13,8,21,9,12,27,9,12,A
100016403,21,12,9,36,12,9,21,19,2,57,19,2,B
100016404,21,10,11,30,10,11,14,2,12,6,2,12,A
100016405,21,10,11,30,10,11,21,7,14,21,7,14,A
100016406,21,19,2,57,19,2,21,9,12,27,9,12,B
100016407,21,10,11,30,10,11,21,10,11,30,10,11,A
100016408,14,2,12,6,2,12,21,13,8,39,13,8,B
100016409,21,12,9,36,12,9,21,7,14,21,7,14,B
100016410,21,9,12,27,9,12,14,2,12,6,2,12,B
100016411,21,13,8,39,13,8,21,10,11,30,10,11,A
100016412,21,12,9,36,12,9,21,10,11,30,10,11,A
100016413,21,7,14,21,7,14,21,19,2,57,19,2,B
100016414,21,7,14,21,7,14,21,10,11,30,10,11,B
100016415,14,2,12,6,2,12,21,19,2,57,19,2,B
100016416,21,9,12,27,9,12,21,10,11,30,10,11,B
100016417,21,13,8,39,13,8,21,12,9,36,12,9,A
100016418,21,9,12,27,9,12,21,12,9,36,12,9,A
100016419,21,19,2,57,19,2,21,10,11,30,10,11,A
100016420,21,7,14,21,7,14,21,13,8,39,13,8,B
100016421,14,2,12,6,2,12,21,10,11,30,10,11,B
100016422,14,2,12,6,2,12,21,12,9,36,12,9,B
100016423,21,19,2,57,19,2,21,10,11,30,10,11,A
100016424,21,9,12,27,9,12,21,7,14,21,7,14,A
100016425,21,10,11,30,10,11,21,13,8,39,13,8,A
100016426,14,2,12,6,2,12,21,7,14,21,7,14,B
100016427,21,12,9,36,12,9,21,10,11,30,10,11,B
100016428,21,9,12,27,9,12,21,10,11,30,10,11,A
100016429,21,19,2,57,19,2,21,13,8,39,13,8,B
100016430,14,2,12,6,2,12,21,10,11,30,10,11,B
100016431,21,19,2,57,19,2,21,12,9,36,12,9,A
100016432,21,7,14,21,7,14,21,10,11,30,10,11,A
100016433,21,9,12,27,9,12,21,13,8,39,13,8,B
100016434,21,10,11,30,10,11,21,10,11,30,10,11,A
100016435,21,7,14,21,7,14,21,12,9,36,12,9,B
100016436,21,13,8,39,13,8,14,2,12,6,2,12,B
100016437,21,9,12,27,9,12,21,19,2,57,19,2,B
100016438,21,13,8,39,13,8,21,10,11,30,10,11,A
100016439,21,9,12,27,9,12,14,2,12,6,2,12,A
100016440,21,19,2,57,19,2,21,7,14,21,7,14,A
100016441,21,10,11,30,10,11,21,12,9,36,12,9,B
100016442,21,13,8,39,13,8,21,12,9,36,12,9,B
100016443,21,7,14,21,7,14,21,10,11,30,10,11,B
100016444,14,2,12,6,2,12,21,19,2,57,19,2,B
100016445,21,9,12,27,9,12,21,10,11,30,10,11,A
100016446,21,19,2,57,19,2,21,10,11,30,10,11,A
100016447,21,7,14,21,7,14,21,13,8,39,13,8,B
100016448,14,2,12,6,2,12,21,10,11,30,10,11,B
100016449,21,9,12,27,9,12,21,12,9,36,12,9,B
100016450,21,9,12,27,9,12,21,7,14,21,7,14,A
